signal,confirmed_close_time,confirmed_price,ob_open_time,ob_high,ob_low,ob_avg,move_pct
BEARISH_OB,1790054099999,56374.94921875,1790048700000,56653.80078125,56512.1015625,56582.951171875,0.48631564938908867
BULLISH_OB,1790139599999,56523.1484375,1790070300000,56280.94921875,56215.55078125,56248.25,0.5471753847026175
