close_time,utc,price_quote,price_inr,cash_inr,equity_inr,unrealized_pnl_inr,position,note
1789725599999,2026-09-18T09:59:59.999000+00:00,23346.400390625,23346.400390625,100000.0,100000.0,0.0,,initialized_no_historical_replay
1789973099999,2026-09-21T06:44:59.999000+00:00,23417.69921875,23417.69921875,0.0,100060.0283626294,60.028362629396725,LONG,
1789984799999,2026-09-21T09:59:59.999000+00:00,23429.0,23429.0,0.0,100108.31476693548,108.31476693548029,LONG,
1790057699999,2026-09-22T06:14:59.999000+00:00,23371.400390625,23371.400390625,0.0,99862.20098377082,-137.7990162291826,LONG,
1790071199999,2026-09-22T09:59:59.999000+00:00,23329.0,23329.0,0.0,99681.03099568219,-318.9690043178125,LONG,
1790144099999,2026-09-23T06:14:59.999000+00:00,23438.80078125,23438.80078125,0.0,100150.19191467277,150.19191467277415,LONG,
