entry_time,exit_time,entry_price_quote,exit_price_quote,entry_price_inr,exit_price_inr,qty,entry_total_inr,exit_proceeds_inr,net_pnl_inr,return_pct,entry_ob_open_time,exit_ob_open_time
1789992899999,1790141399999,4407.39990234375,4378.2001953125,422250.9489890747,419070.37185034156,0.2368259923143178,100000.0,99246.75666298729,-753.243337012711,-0.7532433370127111,1789987500000,1790136000000
