close_time,cycle,event,side,price,qty,notional,fee,balance,stop,target
1789776899999,1789753500000,ENTRY,BUY,80976.01,0.001233699955086697,99.90009990009992,0.09990009990009992,100.0,80720.41,81677.71
1789780499999,1789753500000,EXIT,SELL,81677.71,0.001233699955086697,100.76578715858427,0.10076578715858428,100.66502137142567,80720.41,81677.71
