signal,confirmed_close_time,confirmed_price,ob_open_time,ob_high,ob_low,ob_avg,move_pct
BULLISH_OB,1789971299999,23403.650390625,1789965900000,23373.650390625,23358.75,23366.2001953125,0.13242446490805995
